Feature,Gain,Cover,Frequency,Fold,FeatureLine,FeatureStation,FeatureNumber,Type,Categorical,Category
L1_S25_F2066,0.00010245,0.0001248,0.000117334,2,1,25,2066,F,,Category 1
L3_S32_F3854:T128,0.000102364,1.4684E-05,0.000234667,2,3,32,3854,F,T128,Category 1
L1_S25_F2447:T3,0.000100055,1.06631E-05,6.70477E-05,2,1,25,2447,F,T3,Category 1
L1_S25_F2791,9.9698E-05,8.10797E-05,0.000134095,2,1,25,2791,F,,Category 1
L3_S31_F3834,9.88436E-05,1.4154E-05,0.000402286,2,3,31,3834,F,,Category 1
L1_S24_F1255,9.71278E-05,0.000108588,0.000100572,2,1,24,1255,F,,Category 1
L2_S28_F3226,9.66029E-05,5.62056E-05,0.000167619,2,2,28,3226,F,,Category 1
L1_S25_D2879,9.58625E-05,6.57306E-06,0.000100572,2,1,25,2879,D,,Category 1
L3_S36_F3930,9.55565E-05,1.61155E-05,0.000217905,2,3,36,3930,F,,Category 1
L1_S25_F1855,9.37845E-05,3.21323E-05,0.000150857,2,1,25,1855,F,,Category 1
L1_S25_F1929,9.29389E-05,1.2358E-05,0.000134095,2,1,25,1929,F,,Category 1
L1_S25_D1854,9.13832E-05,4.72338E-05,8.38097E-05,2,1,25,1854,D,,Category 1
L1_S24_F1161,9.0765E-05,7.36327E-06,0.000150857,2,1,24,1161,F,,Category 1
L1_S24_F1197,8.71816E-05,0.000145713,0.000117334,2,1,24,1197,F,,Category 1
L1_S25_F2891,8.71566E-05,4.91278E-06,0.000134095,2,1,25,2891,F,,Category 1
L3_S37_F3950,8.68006E-05,6.70742E-06,3.35239E-05,2,3,37,3950,F,,Category 1
L3_S36_F3934,8.67732E-05,2.9211E-05,8.38097E-05,2,3,36,3934,F,,Category 1
L1_S24_F1240,8.60477E-05,2.69321E-06,0.000134095,2,1,24,1240,F,,Category 1
L3_S35_D3895,8.53023E-05,5.75459E-06,5.02858E-05,2,3,35,3895,D,,Category 1
L1_S24_F1270,8.3595E-05,2.85535E-05,0.000167619,2,1,24,1270,F,,Category 1
L1_S25_D2754,8.27576E-05,9.51794E-06,8.38097E-05,2,1,25,2754,D,,Category 1
L1_S24_F1316,7.95615E-05,2.08063E-05,6.70477E-05,2,1,24,1316,F,,Category 1
L1_S25_F2770,7.8413E-05,1.69446E-05,8.38097E-05,2,1,25,2770,F,,Category 1
L1_S25_D2138,7.66647E-05,3.36311E-05,8.38097E-05,2,1,25,2138,D,,Category 1
L1_S25_F2041,7.44437E-05,0.00017872,0.000100572,2,1,25,2041,F,,Category 1
L1_S25_F1943,7.09789E-05,5.9962E-05,5.02858E-05,2,1,25,1943,F,,Category 1
L1_S25_F1896,6.96992E-05,1.01821E-06,5.02858E-05,2,1,25,1896,F,,Category 1
L1_S25_F2758,6.76192E-05,0.000143561,8.38097E-05,2,1,25,2758,F,,Category 1
L1_S25_F3026,6.7175E-05,3.21593E-05,0.000134095,2,1,25,3026,F,,Category 1
L1_S25_F2915,6.7039E-05,3.55253E-06,0.000100572,2,1,25,2915,F,,Category 1
L1_S25_F3034,6.56298E-05,3.33056E-06,6.70477E-05,2,1,25,3034,F,,Category 1
L1_S25_D1898,6.33344E-05,2.7477E-05,0.000100572,2,1,25,1898,D,,Category 1
L1_S24_F1525:T2,6.06991E-05,2.02469E-05,0.000385524,2,1,24,1525,F,T2,Category 1
L1_S25_F3015,6.03386E-05,1.0312E-06,8.38097E-05,2,1,25,3015,F,,Category 1
L1_S25_F1938,5.98041E-05,1.7703E-07,5.02858E-05,2,1,25,1938,F,,Category 1
L0_S19_F453,5.82137E-05,3.16262E-07,0.000167619,2,0,19,453,F,,Category 1
L1_S25_D2792,5.65903E-05,0.000151659,8.38097E-05,2,1,25,2792,D,,Category 1
L1_S25_D2497,5.20944E-05,0.000121495,6.70477E-05,2,1,25,2497,D,,Category 1
L1_S25_F2781,5.07237E-05,3.27194E-07,0.000100572,2,1,25,2781,F,,Category 1
L1_S25_F3003,5.04151E-05,7.53816E-06,5.02858E-05,2,1,25,3003,F,,Category 1
L0_S14_F378,5.03801E-05,5.8232E-08,5.02858E-05,2,0,14,378,F,,Category 1
L1_S25_F1909,5.00379E-05,1.67069E-05,8.38097E-05,2,1,25,1909,F,,Category 1
L3_S30_F3499,4.98504E-05,1.17767E-05,0.000100572,2,3,30,3499,F,,Category 1
L1_S25_F2395,4.95152E-05,3.24723E-05,3.35239E-05,2,1,25,2395,F,,Category 1
L2_S27_F3218,4.9462E-05,2.8931E-05,6.70477E-05,2,2,27,3218,F,,Category 1
L1_S25_F2021,4.7877E-05,8.44885E-07,6.70477E-05,2,1,25,2021,F,,Category 1
L1_S25_F2872,4.7818E-05,9.01295E-06,8.38097E-05,2,1,25,2872,F,,Category 1
L1_S25_F3030,4.77576E-05,8.12634E-05,5.02858E-05,2,1,25,3030,F,,Category 1
L1_S25_F2061,4.68474E-05,5.48999E-05,8.38097E-05,2,1,25,2061,F,,Category 1
L1_S25_F2437,4.67031E-05,5.78676E-08,5.02858E-05,2,1,25,2437,F,,Category 1
L3_S32_F3854:T256,4.61819E-05,2.39376E-05,0.000134095,2,3,32,3854,F,T256,Category 1
L1_S25_F1987,4.61728E-05,6.73734E-07,8.38097E-05,2,1,25,1987,F,,Category 1
L1_S25_F2935,4.52994E-05,1.62546E-07,6.70477E-05,2,1,25,2935,F,,Category 1
L1_S25_F2896,4.36394E-05,2.96876E-08,3.35239E-05,2,1,25,2896,F,,Category 1
L1_S25_D1867,4.30249E-05,6.4763E-05,5.02858E-05,2,1,25,1867,D,,Category 1
L3_S49_F4236,4.20491E-05,3.25632E-07,6.70477E-05,2,3,49,4236,F,,Category 1
L1_S25_F2051,4.20058E-05,1.09726E-06,3.35239E-05,2,1,25,2051,F,,Category 1
L1_S25_F2930,4.14363E-05,4.31045E-07,0.000100572,2,1,25,2930,F,,Category 1
L1_S24_F814,4.10262E-05,2.0861E-06,6.70477E-05,2,1,24,814,F,,Category 1
L1_S25_F2847,4.01098E-05,7.51308E-08,5.02858E-05,2,1,25,2847,F,,Category 1
L1_S25_F2439,3.80763E-05,3.40795E-06,3.35239E-05,2,1,25,2439,F,,Category 1
L1_S25_F2970,3.52775E-05,1.02323E-06,5.02858E-05,2,1,25,2970,F,,Category 1
L1_S24_D1155,3.52434E-05,1.29837E-06,0.000150857,2,1,24,1155,D,,Category 1
L1_S24_D702,3.4123E-05,6.68367E-05,8.38097E-05,2,1,24,702,D,,Category 1
L1_S25_F2799,3.3633E-05,2.53298E-05,5.02858E-05,2,1,25,2799,F,,Category 1
L1_S25_D2801,3.26293E-05,2.95784E-06,3.35239E-05,2,1,25,2801,D,,Category 1
L1_S25_F1953,3.25634E-05,7.28917E-08,5.02858E-05,2,1,25,1953,F,,Category 1
L1_S25_F2327,3.11096E-05,2.55508E-06,6.70477E-05,2,1,25,2327,F,,Category 1
L0_S11_F298,3.08757E-05,5.45896E-07,5.02858E-05,2,0,11,298,F,,Category 1
L1_S25_F1914,3.07773E-05,5.93773E-05,3.35239E-05,2,1,25,1914,F,,Category 1
L3_S50_F4253,3.01105E-05,5.8582E-07,3.35239E-05,2,3,50,4253,F,,Category 1
L1_S24_F1265,2.97527E-05,5.69952E-06,3.35239E-05,2,1,24,1265,F,,Category 1
L2_S28_F3237,2.86767E-05,1.41221E-06,5.02858E-05,2,2,28,3237,F,,Category 1
L1_S25_F2797,2.78565E-05,6.38216E-06,3.35239E-05,2,1,25,2797,F,,Category 1
L1_S25_F2031,2.75177E-05,2.06927E-06,3.35239E-05,2,1,25,2031,F,,Category 1
L1_S24_D1413,2.7128E-05,9.94354E-06,1.67619E-05,2,1,24,1413,D,,Category 1
L1_S24_D1135,2.6135E-05,3.60517E-08,3.35239E-05,2,1,24,1135,D,,Category 1
L1_S25_F1963,2.60828E-05,2.07221E-08,1.67619E-05,2,1,25,1963,F,,Category 1
L2_S28_F3307,2.56369E-05,1.12519E-05,1.67619E-05,2,2,28,3307,F,,Category 1
L3_S30_F3739,2.53184E-05,3.25614E-06,0.000117334,2,3,30,3739,F,,Category 1
L3_S35_F3884,2.52707E-05,1.27214E-07,0.000134095,2,3,35,3884,F,,Category 1
L1_S25_D1891,2.52657E-05,1.25057E-07,1.67619E-05,2,1,25,1891,D,,Category 1
L1_S25_D1883,2.52083E-05,1.72859E-06,3.35239E-05,2,1,25,1883,D,,Category 1
L1_S25_F1948,2.48748E-05,9.85455E-07,3.35239E-05,2,1,25,1948,F,,Category 1
L1_S24_D1277,2.34932E-05,1.18065E-05,1.67619E-05,2,1,24,1277,D,,Category 1
L1_S25_F2229:T4,2.33886E-05,1.40081E-05,0.000167619,2,1,25,2229,F,T4,Category 1
L1_S25_F1919,2.32523E-05,2.02996E-08,1.67619E-05,2,1,25,1919,F,,Category 1
L3_S29_F3491,2.29664E-05,2.05132E-06,3.35239E-05,2,3,29,3491,F,,Category 1
L1_S24_F1184,2.26492E-05,1.00457E-07,5.02858E-05,2,1,24,1184,F,,Category 1
L1_S24_F1230,2.16494E-05,2.93657E-07,5.02858E-05,2,1,24,1230,F,,Category 1
L1_S25_F2867,2.15459E-05,3.5934E-07,1.67619E-05,2,1,25,2867,F,,Category 1
L1_S25_F2955,2.15014E-05,7.80747E-06,1.67619E-05,2,1,25,2955,F,,Category 1
L1_S25_F2608,2.14198E-05,6.0668E-05,3.35239E-05,2,1,25,2608,F,,Category 1
L1_S25_F2356,2.13861E-05,9.76483E-07,3.35239E-05,2,1,25,2356,F,,Category 1
L1_S25_F2808,2.12561E-05,6.05645E-05,3.35239E-05,2,1,25,2808,F,,Category 1
L1_S24_F1510:T3,2.10635E-05,1.54071E-07,5.02858E-05,2,1,24,1510,F,T3,Category 1
L1_S25_F2877,2.03461E-05,3.01976E-05,1.67619E-05,2,1,25,2877,F,,Category 1
L1_S25_F2504,2.01455E-05,6.06575E-05,3.35239E-05,2,1,25,2504,F,,Category 1
L1_S24_F1530:T2,1.96323E-05,6.25741E-07,3.35239E-05,2,1,24,1530,F,T2,Category 1
L1_S25_F2828,1.88495E-05,5.61272E-08,1.67619E-05,2,1,25,2828,F,,Category 1
L1_S25_F2506,1.81093E-05,2.99619E-05,1.67619E-05,2,1,25,2506,F,,Category 1
L1_S25_F2751,1.69229E-05,3.06448E-05,1.67619E-05,2,1,25,2751,F,,Category 1
L3_S37_F3948,1.60839E-05,8.59013E-06,0.000134095,2,3,37,3948,F,,Category 1
L1_S24_D813,1.60651E-05,1.63579E-07,3.35239E-05,2,1,24,813,D,,Category 1
L1_S25_F1894,1.52494E-05,2.74941E-07,1.67619E-05,2,1,25,1894,F,,Category 1
L1_S25_F2380,1.44917E-05,1.649E-08,1.67619E-05,2,1,25,2380,F,,Category 1
L3_S44_F4106,1.44372E-05,1.91688E-08,1.67619E-05,2,3,44,4106,F,,Category 1
L1_S25_F2375,1.42647E-05,2.49977E-06,3.35239E-05,2,1,25,2375,F,,Category 1
L1_S25_F3020,1.35368E-05,3.02621E-05,1.67619E-05,2,1,25,3020,F,,Category 1
L1_S25_F2985,1.32669E-05,8.73164E-07,1.67619E-05,2,1,25,2985,F,,Category 1
L1_S25_F3001,1.29663E-05,3.148E-08,3.35239E-05,2,1,25,3001,F,,Category 1
L1_S24_F810,1.29149E-05,1.62371E-07,5.02858E-05,2,1,24,810,F,,Category 1
L1_S25_F2252:T1,1.20396E-05,1.40592E-05,0.000150857,2,1,25,2252,F,T1,Category 1
L2_S28_D3223,1.20302E-05,8.78826E-07,1.67619E-05,2,2,28,3223,D,,Category 1
L1_S25_F2490,1.18906E-05,1.80593E-08,1.67619E-05,2,1,25,2490,F,,Category 1
L3_S39_F3972,1.1662E-05,4.54421E-07,3.35239E-05,2,3,39,3972,F,,Category 1
L0_S8_F146,1.11544E-05,2.20712E-08,1.67619E-05,2,0,8,146,F,,Category 1
L3_S36_D3928,1.08516E-05,3.96178E-07,1.67619E-05,2,3,36,3928,D,,Category 1
L1_S25_F2662,1.08046E-05,3.03284E-05,1.67619E-05,2,1,25,2662,F,,Category 1
L1_S25_F2667,1.0791E-05,3.02392E-05,1.67619E-05,2,1,25,2667,F,,Category 1
L1_S25_F2652,1.06773E-05,3.0216E-05,1.67619E-05,2,1,25,2652,F,,Category 1
L3_S31_F3846,9.98427E-06,8.32967E-07,3.35239E-05,2,3,31,3846,F,,Category 1
L1_S25_F2385,8.45543E-06,1.56068E-08,1.67619E-05,2,1,25,2385,F,,Category 1
L1_S25_F2906,8.10774E-06,3.36256E-08,3.35239E-05,2,1,25,2906,F,,Category 1
L1_S24_D804,7.6248E-06,2.12408E-05,1.67619E-05,2,1,24,804,D,,Category 1
L3_S31_F3842,7.26463E-06,5.4839E-08,3.35239E-05,2,3,31,3842,F,,Category 1
L0_S22_D558,7.1302E-06,7.49615E-07,1.67619E-05,2,0,22,558,D,,Category 1
L1_S25_D2780,7.01462E-06,1.42245E-08,1.67619E-05,2,1,25,2780,D,,Category 1
L1_S25_F2886,6.68554E-06,6.82536E-08,1.67619E-05,2,1,25,2886,F,,Category 1
L3_S49_F4206,6.23273E-06,7.41067E-06,0.000150857,2,3,49,4206,F,,Category 1
L1_S24_F710:T2,6.01541E-06,4.65442E-07,1.67619E-05,2,1,24,710,F,T2,Category 1
L1_S25_F2960,6.01439E-06,1.39282E-08,1.67619E-05,2,1,25,2960,F,,Category 1
L3_S32_F3854:T1,5.42233E-06,2.95735E-06,1.67619E-05,2,3,32,3854,F,T1,Category 1
L3_S29_F3464,4.85833E-06,3.06615E-08,3.35239E-05,2,3,29,3464,F,,Category 1
L3_S40_D3985,4.78944E-06,2.568E-08,1.67619E-05,2,3,40,3985,D,,Category 1
L1_S24_D1116,4.30277E-06,1.02021E-07,1.67619E-05,2,1,24,1116,D,,Category 1
L1_S24_F1510:T2,4.09091E-06,6.50381E-08,1.67619E-05,2,1,24,1510,F,T2,Category 1
L1_S25_F2990,3.69489E-06,3.84169E-08,1.67619E-05,2,1,25,2990,F,,Category 1
L1_S25_F2940,3.10619E-06,7.62929E-08,3.35239E-05,2,1,25,2940,F,,Category 1
L1_S25_F2336,2.06506E-06,1.59554E-08,1.67619E-05,2,1,25,2336,F,,Category 1
L1_S24_D1168,2.05265E-06,1.83029E-07,1.67619E-05,2,1,24,1168,D,,Category 1
L1_S25_D1887,1.33329E-06,3.30141E-08,1.67619E-05,2,1,25,1887,D,,Category 1
L1_S25_F2975,9.90126E-07,2.2846E-08,1.67619E-05,2,1,25,2975,F,,Category 1
L1_S24_F1840,8.18898E-07,1.67536E-08,1.67619E-05,2,1,24,1840,F,,Category 1
L3_S43_F4070,4.65519E-07,1.34641E-08,1.67619E-05,2,3,43,4070,F,,Category 1
L3_S43_F4065,4.23847E-07,1.28715E-08,1.67619E-05,2,3,43,4065,F,,Category 1
L3_S32_F3854:T2,0.051064544,0.0852535,0.002570419,3,3,32,3854,F,T2,Category 7
L3_S33_D3856,0.038098918,0.10372355,0.013994502,3,3,33,3856,D,,Category 7
L1_S24_F1695,0.025626448,0.089852503,0.006533148,3,1,24,1695,F,,Category 7
L3_S33_F3855,0.021465583,0.000454831,0.00405198,3,3,33,3855,F,,Category 7
L3_S33_F3865,0.020179571,0.001150016,0.01097783,3,3,33,3865,F,,Category 7
L1_S24_F1604,0.018833406,0.138424171,0.007746957,3,1,24,1604,F,,Category 7
L3_S29_D3316,0.018199108,0.009397615,0.010835029,3,3,29,3316,D,,Category 7
L3_S32_D3852,0.01692807,0.00644711,0.002606119,3,3,32,3852,D,,Category 7
L3_S32_F3851:T1,0.014967336,0.005398603,0.000874656,3,3,32,3851,F,T1,Category 8
L3_S33_F3859,0.013976518,0.000515625,0.014101603,3,3,33,3859,F,,Category 7
L3_S33_F3857,0.012763589,0.00125205,0.014494306,3,3,33,3857,F,,Category 8
L3_S32_F3854:T4,0.01233026,0.081402071,0.002052765,3,3,32,3854,F,T4,Category 7
L3_S30_F3759,0.011820609,0.00040673,0.015708115,3,3,30,3759,F,,Category 7
L3_S30_F3754,0.010812548,0.00067191,0.017653779,3,3,30,3754,F,,Category 8
L3_S38_F3956,0.010385482,0.000724989,0.004498233,3,3,38,3956,F,,Category 8
L3_S38_F3952,0.010009469,0.000115457,0.006015494,3,3,38,3952,F,,Category 7
L3_S30_D3566,0.009891135,0.000713808,0.004641034,3,3,30,3566,D,,Category 8
L3_S38_D3953,0.009801586,0.002386928,0.009996073,3,3,38,3953,D,,Category 8
L3_S30_F3749,0.009379891,0.001418291,0.013155546,3,3,30,3749,F,,Category 8
L3_S29_D3474,0.009255021,0.00126584,0.008514512,3,3,29,3474,D,,Category 8
L3_S30_F3744,0.009112708,0.000673261,0.012905644,3,3,30,3744,F,,Category 8
L3_S37_D3942,0.009084707,0.001349872,0.003730677,3,3,37,3942,D,,Category 8
L3_S36_F3920,0.009026277,0.000714092,0.014030202,3,3,36,3920,F,,Category 8
L3_S29_F3351,0.00884356,0.001994828,0.009228517,3,3,29,3351,F,,Category 8
L0_S12_F350,0.008582742,0.000989196,0.006247546,3,0,12,350,F,,Category 8
L3_S30_F3774,0.00857405,0.000347299,0.012530791,3,3,30,3774,F,,Category 7
L3_S30_D3506,0.008536591,0.004534174,0.00551569,3,3,30,3506,D,,Category 8
L3_S30_F3769,0.008454609,0.000949254,0.011281282,3,3,30,3769,F,,Category 8
L3_S30_F3494,0.008193514,0.001197588,0.01231659,3,3,30,3494,F,,Category 8
L3_S34_D3875,0.007872025,0.001658757,0.00678305,3,3,34,3875,D,,Category 8
L3_S36_D3919,0.007553368,0.00146114,0.008782264,3,3,36,3919,D,,Category 8
L3_S30_F3809,0.007506024,0.00029848,0.010210275,3,3,30,3809,F,,Category 7
L3_S29_F3479,0.007167781,0.000204362,0.009407019,3,3,29,3479,F,,Category 6
L3_S30_F3829,0.007152072,0.001581067,0.00826461,3,3,30,3829,F,,Category 3
L3_S29_F3327,0.006957555,0.000816864,0.009353468,3,3,29,3327,F,,Category 3
L3_S30_F3804,0.00686054,0.000497418,0.008960765,3,3,30,3804,F,,Category 6
L3_S29_F3336,0.006857144,0.000936028,0.010317375,3,3,29,3336,F,,Category 3
L3_S30_F3704,0.006421634,0.008685449,0.005051587,3,3,30,3704,F,,Category 3
L3_S29_F3354,0.006383356,0.00034244,0.00954982,3,3,29,3354,F,,Category 6
L3_S30_F3574,0.006339966,0.000486197,0.009389169,3,3,30,3574,F,,Category 6
L3_S30_F3554,0.006296635,0.000182525,0.008817964,3,3,30,3554,F,,Category 6
L3_S30_F3534,0.006043422,0.000728458,0.008300311,3,3,30,3534,F,,Category 3
L3_S30_F3609,0.005955588,0.00059779,0.009746171,3,3,30,3609,F,,Category 3
L3_S29_F3376,0.00582541,0.000314867,0.008336011,3,3,29,3376,F,,Category 6
L3_S29_F3333,0.005735966,0.000187593,0.009050016,3,3,29,3333,F,,Category 6
L3_S29_F3373,0.005664862,0.000559762,0.007996858,3,3,29,3373,F,,Category 3
L3_S38_F3960,0.005638237,0.000771674,0.005890543,3,3,38,3960,F,,Category 3
L0_S3_D70,0.005612229,0.000246895,0.006533148,3,0,3,70,D,,Category 6
L3_S30_F3519,0.005465106,9.58024E-05,0.007764807,3,3,30,3519,F,,Category 6
L3_S30_F3604,0.005457776,0.000200379,0.007568455,3,3,30,3604,F,,Category 6
L1_S24_D1558,0.005449661,0.003142711,0.007157902,3,1,24,1558,D,,Category 3
L0_S7_D137,0.005409255,0.000529615,0.006158295,3,0,7,137,D,,Category 3
L3_S29_F3382,0.005310923,0.000150043,0.006765199,3,3,29,3382,F,,Category 6
L2_S26_D3037,0.00530713,0.003615365,0.003730677,3,2,26,3037,D,,Category 3
L0_S4_D106,0.005244863,0.00109144,0.005158688,3,0,4,106,D,,Category 3
L3_S35_D3886,0.005197109,0.00041333,0.008032559,3,3,35,3886,D,,Category 6
L3_S29_F3339,0.005178938,0.000877161,0.006550998,3,3,29,3339,F,,Category 3
L3_S32_F3854:T16,0.005175277,0.081259233,0.001767163,3,3,32,3854,F,T16,Category 7
L3_S30_F3794,0.004847255,0.000415812,0.00689015,3,3,30,3794,F,,Category 6
L3_S29_F3379,0.004833788,0.000256793,0.006193995,3,3,29,3379,F,,Category 6
L3_S35_F3889,0.004824452,0.000109885,0.007800507,3,3,35,3889,F,,Category 6
L0_S2_F44,0.004755958,0.001098966,0.005961944,3,0,2,44,F,,Category 3
L0_S6_D120,0.004667376,0.000209509,0.005551391,3,0,6,120,D,,Category 5
L0_S13_F356,0.004660041,0.002787228,0.005087287,3,0,13,356,F,,Category 3
L3_S29_F3348,0.004639963,0.015045702,0.008050409,3,3,29,3348,F,,Category 3
L3_S29_F3345,0.004629831,7.80234E-05,0.006675949,3,3,29,3345,F,,Category 6
L3_S29_F3427,0.004629502,0.00031546,0.007300703,3,3,29,3427,F,,Category 6
L3_S29_F3330,0.00457111,0.000115294,0.0068009,3,3,29,3330,F,,Category 6
L3_S30_F3514,0.004495573,6.90422E-05,0.006336796,3,3,30,3514,F,,Category 6
L2_S26_F3040,0.004404209,0.001905197,0.006069044,3,2,26,3040,F,,Category 3
L3_S29_F3321,0.004344106,0.000128569,0.0068723,3,3,29,3321,F,,Category 6
L3_S29_F3324,0.004216161,7.59213E-05,0.006176145,3,3,29,3324,F,,Category 6
L3_S29_F3342,0.004156466,0.000226781,0.004462533,3,3,29,3342,F,,Category 5
L2_S26_F3113,0.004139398,0.000370543,0.003909179,3,2,26,3113,F,,Category 5
L3_S30_F3799,0.003914528,0.000720523,0.004712434,3,3,30,3799,F,,Category 3
L3_S35_F3896,0.003795292,0.001835019,0.005087287,3,3,35,3896,F,,Category 3
L0_S4_F109,0.003772877,0.000517456,0.00417693,3,0,4,109,F,,Category 5
L2_S26_F3036,0.003764875,0.000867931,0.004712434,3,2,26,3036,F,,Category 3
L3_S30_F3639,0.003748651,0.000166392,0.005140838,3,3,30,3639,F,,Category 5
L0_S2_F36,0.003674482,0.000832288,0.005551391,3,0,2,36,F,,Category 3
L2_S26_F3106,0.003595263,0.001121612,0.005604941,3,2,26,3106,F,,Category 3
L0_S2_F60,0.003575574,0.000107763,0.004765985,3,0,2,60,F,,Category 5
L3_S29_F3473,0.003558842,0.000158478,0.005997644,3,3,29,3473,F,,Category 5
L3_S30_F3629,0.003447302,0.000405642,0.005140838,3,3,30,3629,F,,Category 5
L3_S30_F3669,0.003296719,0.000142239,0.004480383,3,3,30,3669,F,,Category 5
L2_S26_F3069,0.003287026,0.000257729,0.005979794,3,2,26,3069,F,,Category 5
L3_S29_F3315,0.003175889,5.88434E-05,0.00542644,3,3,29,3315,F,,Category 5
L2_S27_F3162,0.003082571,0.000436062,0.003498626,3,2,27,3162,F,,Category 5
L1_S24_F1298,0.003082363,0.060680252,0.002106315,3,1,24,1298,F,,Category 7
L2_S27_F3166,0.003070618,0.00356652,0.00274892,3,2,27,3166,F,,Category 3
L3_S30_F3544,0.003059716,0.000152109,0.003427225,3,3,30,3544,F,,Category 5
L3_S30_F3764,0.003051839,9.20764E-05,0.003837778,3,3,30,3764,F,,Category 5
L0_S9_D167,0.003037792,0.000402854,0.004301881,3,0,9,167,D,,Category 5
L2_S26_F3121,0.002981294,0.000250974,0.005747742,3,2,26,3121,F,,Category 5
L3_S30_F3709,0.002967664,0.000287909,0.004194781,3,3,30,3709,F,,Category 5
L3_S29_F3318,0.002949989,0.000135619,0.004480383,3,3,29,3318,F,,Category 5
L1_S24_D1568,0.002946641,0.000672986,0.00130306,3,1,24,1568,D,,Category 3
L2_S26_F3117,0.002915945,0.000334402,0.005087287,3,2,26,3117,F,,Category 5
L3_S30_F3524,0.002883423,0.000154567,0.003837778,3,3,30,3524,F,,Category 5
L0_S12_F346,0.002830557,0.000420791,0.003266574,3,0,12,346,F,,Category 5
L3_S34_F3882,0.002828153,0.000705553,0.001820713,3,3,34,3882,F,,Category 3
L2_S27_F3210,0.002804877,0.000896378,0.002570419,3,2,27,3210,F,,Category 3
L2_S26_F3051,0.002667921,0.016251521,0.004980186,3,2,26,3051,F,,Category 3
L1_S24_D807,0.002627805,1.55433E-05,0.000785406,3,1,24,807,D,,Category 4
L2_S26_F3047,0.002603693,0.000266211,0.004873086,3,2,26,3047,F,,Category 5
L2_S27_D3130,0.002596156,0.001072702,0.002356217,3,2,27,3130,D,,Category 3
L0_S17_D432,0.002586618,0.001289683,0.003159473,3,0,17,432,D,,Category 3
L3_S29_F3357,0.002585635,0.000269043,0.003088073,3,3,29,3357,F,,Category 5
L3_S30_F3819,0.002494618,0.000901888,0.003409375,3,3,30,3819,F,,Category 3
L3_S30_F3509,0.002468969,0.000180217,0.00417693,3,3,30,3509,F,,Category 5
L0_S2_D34,0.002424252,0.000163731,0.00267752,3,0,2,34,D,,Category 4
L0_S19_D454,0.002393266,0.000420154,0.002463318,3,0,19,454,D,,Category 4
L0_S11_F326,0.002359431,0.000183378,0.003230874,3,0,11,326,F,,Category 5
L2_S26_F3073,0.002328036,7.70978E-05,0.003302274,3,2,26,3073,F,,Category 5
L3_S29_F3476,0.002308658,7.44875E-05,0.002838171,3,3,29,3476,F,,Category 4
L3_S29_F3430,0.002305192,0.000247252,0.00280247,3,3,29,3430,F,,Category 4
L0_S10_D231,0.002288589,0.000232944,0.002623969,3,0,10,231,D,,Category 4
L0_S13_F354,0.00225521,0.000101966,0.002927421,3,0,13,354,F,,Category 4
L0_S11_F302,0.002240899,0.000373286,0.003230874,3,0,11,302,F,,Category 5
L0_S10_F234,0.002226491,0.000719065,0.003016672,3,0,10,234,F,,Category 3
L2_S26_F3062,0.002189749,0.000172114,0.004230481,3,2,26,3062,F,,Category 5
L0_S11_F282,0.00217569,0.000223158,0.00276677,3,0,11,282,F,,Category 4
L3_S32_F3854:T48,0.00214418,0.046436618,0.001642212,3,3,32,3854,F,T48,Category 7
L3_S29_F3407,0.00213693,0.002103789,0.00139231,3,3,29,3407,F,,Category 3
L3_S30_F3624,0.002132583,0.000130515,0.003498626,3,3,30,3624,F,,Category 5
L3_S30_F3634,0.002104477,9.92898E-05,0.002552569,3,3,30,3634,F,,Category 4
L2_S27_F3144,0.002103936,0.001634004,0.002606119,3,2,27,3144,F,,Category 3
L3_S30_F3579,0.002081909,0.000280877,0.003409375,3,3,30,3579,F,,Category 5
L0_S2_F48,0.002074605,0.001432549,0.002838171,3,0,2,48,F,,Category 3
L0_S12_F348,0.002046496,0.000362338,0.002445468,3,0,12,348,F,,Category 4
L2_S27_F3199,0.002020547,0.00201033,0.004248331,3,2,27,3199,F,,Category 3
L1_S24_F1207,0.002015088,0.02936737,0.001552961,3,1,24,1207,F,,Category 3
L3_S30_F3784,0.002000359,5.43532E-05,0.002552569,3,3,30,3784,F,,Category 4
L1_S25_D1887,0.001991558,0.016204256,0.00133876,3,1,25,1887,D,,Category 3
L0_S10_F229,0.001975722,0.000114205,0.00276677,3,0,10,229,F,,Category 4
L0_S11_F322,0.00196743,0.00025706,0.002249116,3,0,11,322,F,,Category 4
L0_S11_F286,0.001965405,0.00032974,0.002302667,3,0,11,286,F,,Category 4
L0_S16_F421,0.001957321,0.000182915,0.002124166,3,0,16,421,F,,Category 4
L3_S29_F3433,0.001916259,0.000122418,0.002409768,3,3,29,3433,F,,Category 4
L0_S16_F426,0.001901716,0.014943739,0.002873871,3,0,16,426,F,,Category 3
L0_S15_D395,0.001863624,0.000517929,0.001731463,3,0,15,395,D,,Category 4
L0_S11_F294,0.001859657,0.000247895,0.00280247,3,0,11,294,F,,Category 4
L0_S11_F318,0.001849854,0.000320299,0.002106315,3,0,11,318,F,,Category 4
L0_S23_F643,0.0018353,0.000147153,0.001838563,3,0,23,643,F,,Category 4
L1_S24_D1674,0.00182263,0.000613722,0.002374067,3,1,24,1674,D,,Category 3
L0_S18_D437,0.001817218,8.59746E-05,0.001981364,3,0,18,437,D,,Category 4
