"Feature","Gain","Cover","Frequency"
"L3_S32_F3854:T2",0.0510645435302833,0.0852534998318875,0.00257041876405698
"L3_S33_D3856",0.038098918000641,0.103723549668627,0.0139945021598658
"L1_S24_F1695",0.0256264484288381,0.0898525030655007,0.00653314769197815
"L3_S33_F3855",0.0214655830202213,0.000454831243250243,0.00405197957945093
"L3_S33_F3865",0.0201795714381412,0.00115001584468555,0.01097783013816
"L1_S24_F1604",0.0188334064318321,0.13842417113521,0.00774695655278284
"L3_S29_D3316",0.0181991076957811,0.0093976147636988,0.0108350290957124
"L3_S32_D3852",0.0169280702444147,0.0064471095939673,0.00260611902466888
"L3_S32_F3851:T1",0.0149673359054522,0.0053986029298611,0.00087465638499161
"L3_S33_F3859",0.0139765179937153,0.000515625279194603,0.0141016029417015
"L3_S33_F3857",0.0127635893038903,0.00125205044153164,0.0144943058084324
"L3_S32_F3854:T4",0.0123302598092557,0.0814020705814967,0.00205276498518439
"L3_S30_F3759",0.0118206092356903,0.00040673045300928,0.0157081146692371
"L3_S30_F3754",0.0108125475924072,0.000671909783976434,0.0176537788725858
"L3_S38_F3956",0.0103854820997877,0.000724988635742612,0.00449823283709971
"L3_S38_F3952",0.0100094690359906,0.000115456549319744,0.00601549391310557
"L3_S30_D3566",0.00989113464464571,0.00071380831810889,0.00464103387954732
"L3_S38_D3953",0.00980158631924558,0.00238692797204923,0.00999607297133269
"L3_S30_F3749",0.00937989107931114,0.00141829108226514,0.0131555460354861
"L3_S29_D3474",0.00925502117458815,0.00126583981639123,0.00851451215593874
"L3_S30_F3744",0.0091127084899204,0.000673261198224978,0.0129056442112027
"L3_S37_D3942",0.00908470718014459,0.00134987169427864,0.00373067723394381
"L3_S36_F3920",0.00902627661779444,0.000714091621064438,0.0140302024204777
"L3_S29_F3351",0.00884356022097632,0.00199482800259761,0.00922851736817679
"L0_S12_F350",0.00858274184860554,0.000989195970327888,0.00624754560708293
"L3_S30_F3774",0.0085740501818945,0.000347299232574689,0.0125307914747778
"L3_S30_D3506",0.0085365910601679,0.00453417362212273,0.00551569026453893
"L3_S30_F3769",0.00845460942887456,0.000949253760189839,0.0112812823533612
"L3_S30_F3494",0.00819351427873059,0.00119758841991765,0.0123165899111064
"L3_S34_D3875",0.00787202486000677,0.00165875678689634,0.00678304951626147
"L3_S36_D3919",0.00755336765222094,0.00146114041198049,0.00878226411052801
"L3_S30_F3809",0.00750602359473739,0.000298479976094716,0.0102102745350041
"L3_S29_F3479",0.00716778107856715,0.000204362265807192,0.0094070186712363
"L3_S30_F3829",0.00715207183190099,0.00158106655083938,0.00826461033165542
"L3_S29_F3327",0.00695755457995106,0.000816863867017171,0.00935346828031845
"L3_S30_F3804",0.00686053977565042,0.000497418399756898,0.00896076541358752
"L3_S29_F3336",0.00685714383821766,0.000936028213535217,0.0103173753168398
"L3_S30_F3704",0.00642163434966439,0.008685448996768,0.0050515868765842
"L3_S29_F3354",0.00638335580904127,0.000342439979553388,0.00954981971368391
"L3_S30_F3574",0.006339965720802,0.000486197218505137,0.00938916854093035
"L3_S30_F3554",0.00629663526465503,0.000182524607583041,0.00881796437113991
"L3_S30_F3534",0.00604342211625223,0.000728457669438965,0.00830031059226732
"L3_S30_F3609",0.0059555875152965,0.000597790112313511,0.00974617114704937
"L3_S29_F3376",0.00582540984456494,0.000314866995606534,0.00833601085287923
"L3_S29_F3333",0.00573596588791756,0.000187593272458608,0.00905001606511728
"L3_S29_F3373",0.00566486152414373,0.00055976184262093,0.00799685837706615
"L3_S38_F3960",0.00563823701880031,0.000771674137141068,0.00589054300096391
"L0_S3_D70",0.00561222941601377,0.000246895022121059,0.00653314769197815
"L3_S30_F3519",0.00546510641579812,9.58024337647482e-05,0.00776480668308879
"L3_S30_F3604",0.00545777638436676,0.000200379131690244,0.00756845524972332
"L1_S24_D1558",0.00544966085927258,0.00314271134470199,0.00715790225268644
"L0_S7_D137",0.00540925517493178,0.000529614831673651,0.00615829495555318
"L3_S29_F3382",0.00531092285900761,0.000150043208006359,0.00676519938595552
"L2_S26_D3037",0.00530713039039719,0.00361536481562508,0.00373067723394381
"L0_S4_D106",0.00524486262987761,0.00109144028973831,0.00515868765841991
"L3_S35_D3886",0.00519710884190485,0.000413330484808487,0.00803255863767805
"L3_S29_F3339",0.00517893767166652,0.000877160524132281,0.0065509978222841
"L3_S32_F3854:T16",0.00517527702246547,0.0812592333714751,0.00176716290028917
"L3_S30_F3794",0.00484725471017161,0.00041581244725053,0.00689015029809718
"L3_S29_F3379",0.00483378840146463,0.000256793059165336,0.00619399521616508
"L3_S35_F3889",0.00482445210620755,0.000109884877371056,0.00780050694370069
"L0_S2_F44",0.00475595798894935,0.00109896594572758,0.00596194352218771
"L0_S6_D120",0.00466737566239703,0.000209508505563713,0.00555139052515083
"L0_S13_F356",0.00466004079165014,0.00278722789714032,0.0050872871371961
"L3_S29_F3348",0.00463996347629315,0.0150457023815857,0.00805040876798401
"L3_S29_F3345",0.00462983081761129,7.80234301913545e-05,0.00667594873442576
"L3_S29_F3427",0.0046295016095297,0.000315460012763786,0.00730070329513405
"L3_S29_F3330",0.00457111024918608,0.000115294326629688,0.00680089964656742
"L3_S30_F3514",0.0044955730187473,6.90421702029781e-05,0.00633679625861269
"L2_S26_F3040",0.00440420905579353,0.00190519711218146,0.00606904430402342
"L3_S29_F3321",0.00434410614369878,0.000128569472437633,0.00687230016779122
"L3_S29_F3324",0.00421616104143941,7.59212599424964e-05,0.00617614508585913
"L3_S29_F3342",0.00415646551273211,0.000226781385048981,0.00446253257648781
"L2_S26_F3113",0.00413939800912812,0.000370542646898619,0.00390917853700332
"L3_S30_F3799",0.00391452761939427,0.000720523435420205,0.00471243440077113
"L3_S35_F3896",0.00379529161431912,0.00183501946436868,0.0050872871371961
"L0_S4_F109",0.00377287674335642,0.000517456099388215,0.00417693049159259
"L2_S26_F3036",0.00376487479221559,0.000867931303839802,0.00471243440077113
"L3_S30_F3639",0.00374865137835985,0.000166392257336079,0.00514083752811396
"L0_S2_F36",0.00367448170847259,0.000832288087966111,0.00555139052515083
"L2_S26_F3106",0.00359526284780488,0.0011216116134789,0.00560494091606869
"L0_S2_F60",0.00357557358123744,0.000107762649957461,0.00476598479168898
"L3_S29_F3473",0.00355884237317054,0.000158477558204413,0.00599764378279961
"L3_S30_F3629",0.00344730164673675,0.000405641824746393,0.00514083752811396
"L3_S30_F3669",0.003296718883208,0.00014223933405532,0.00448038270679376
"L2_S26_F3069",0.00328702608337981,0.000257728861541265,0.00597979365249366
"L3_S29_F3315",0.00317588898348647,5.88433674580131e-05,0.00542643961300917
"L2_S27_F3162",0.00308257143742987,0.000436062088840186,0.00349862553996644
"L1_S24_F1298",0.00308236278050826,0.0606802521225277,0.00210631537610225
"L2_S27_F3166",0.0030706182953314,0.00356652038953174,0.00274892006711649
"L3_S30_F3544",0.00305971603287435,0.000152109158955218,0.00342722501874264
"L3_S30_F3764",0.00305183944687547,9.20763804270373e-05,0.00383777801577952
"L0_S9_D167",0.0030377922991771,0.00040285446982622,0.00430188140373425
"L2_S26_F3121",0.00298129375471892,0.000250974318559582,0.0057477419585163
"L3_S30_F3709",0.00296766410091844,0.000287908934099688,0.00419478062189854
"L3_S29_F3318",0.00294998948016232,0.000135618521351073,0.00448038270679376
"L1_S24_D1568",0.00294664099463965,0.000672985556951545,0.00130305951233444
"L2_S26_F3117",0.00291594494506246,0.000334402476474768,0.0050872871371961
"L3_S30_F3524",0.00288342268824401,0.000154567300948188,0.00383777801577952
"L0_S12_F346",0.00283055680216626,0.00042079051265247,0.00326657384598908
