Iter_Mean,Iter_Std,AUC_Mean,AUC_Std,MCC_Mean,MCC_Std,Thresh_Mean,Thresh_Std,Detect_Mean,Detect_Std
6.06E1,5.53380520076376E1,0.525853255983232,0.00481224947663596,0.370864750955613,0.00765718473841588,0.00562175419181585,4.17163784806464E-5,5.93611247357294,0.311738187556306
4.66E1,3.39970586963049E1,0.524590854545621,0.00332481040821052,0.401360785033141,0.0152384047234496,0.00567412665113807,4.54500834219918E-5,4.94846363636364,0.422125346848103
6.78E1,6.82693196099097E1,0.551387725349637,0.00253711460349774,0.300451081575569,0.0124040253020922,0.00547277424484491,7.93749703666237E-5,8.9326434460888,0.846071423703136
35,3.2101401838549E1,0.507734722700069,0.00278571155843865,0.493845759208532,0.0203299541022672,0.00583429895341396,1.75447610043312E-5,2.95256162790698,0.330076430107759
64,6.59810578878514E1,0.503322366053386,0.00192989322714733,0.572933417562122,0.124830844816449,0.00583518780767918,1.33609391088017E-5,2.1531299154334,0.935247915655176
1.156E2,1.05495497534255E2,0.507724331045338,0.00109016279686232,0.543661359862136,0.00611107354962458,0.00584237091243267,4.28034759782153E-6,2.22764460887949,0.0763766395634525
3.98E1,2.18563491919396E1,0.507266981589587,0.00173323010878573,0.553073716349782,0.0255139609356176,0.00584202380850911,4.65054105224399E-6,2.14237906976744,0.283337008860798
218,3.55950136957411E2,0.50287548788283,0.000774967706239119,0.66361279899526,0.0538101666021325,0.00582284163683653,6.23207984932669E-6,1.25943181818182,0.38255447882353
2.08E1,1.04259292151827E1,0.506616186332474,0.002642415827138,0.593719970316911,0.050023243841292,0.00583201739937067,6.42018955340292E-6,1.76101807610994,0.439534173635198
5.12E1,6.61037064013812E1,0.50723960551228,0.00186241087286232,0.664676300201993,0.0119840836509414,0.00583800263702869,1.07450161913825E-5,1.19885824524313,0.0795790055930015
1.44E1,1.0285912696499E1,0.504465265166729,0.000778709540413848,0.697070829849439,0.0112715125386002,0.00583013975992799,4.1246732622145E-6,1.02223699788584,0.0644491647963861
3.88E1,3.49242036416008E1,0.507293922124466,0.000912005648209916,0.667546564169808,0.015599893110355,0.00583087131381035,9.87327456036495E-6,1.15553097251586,0.119054711864085
6.22E1,6.80859750609478E1,0.507910810866377,0.000935208871838138,0.548735370813712,0.0295296056191679,0.00584005359560251,1.22923146301087E-5,2.20199704016913,0.358579719580414
2.416E2,1.73878693346827E2,0.500946320280983,0.00038684089226946,0.986856927947926,0.00811822205830364,0.00582036767154932,1.38172766684365E-6,0.0258751585623679,0.0167818197778691
46,5.62138772902208E1,0.503050608651601,0.00036719548306168,0.878816356843484,0.0117281675997041,0.00580658093094826,2.92951943332092E-6,0.295530655391121,0.0348654308812612
4.22E1,7.08639541657111E1,0.503212668873866,0.000653259688889858,0.871646911900669,0.0111318678014726,0.00580686554312706,2.68579012231748E-6,0.317345031712474,0.0329132569172005
29,5.92663479556485E1,0.502662091193769,0.000851829622777383,0.867981987688053,0.0219760604042488,0.00580827509984374,2.5752995210748E-6,0.329251691331924,0.0706870343711119
3.58E1,3.50171386609472E1,0.502917936032199,0.000446154761164539,0.855464411264057,0.00997907744999108,0.00580563396215439,1.83119304474387E-6,0.366919027484144,0.0324940323394234
45,5.94011784394889E1,0.501668077614113,0.00110085949716187,0.855733749884774,0.0174325419687183,0.00580712733790278,3.55625179087185E-6,0.363996405919662,0.0555506518289718
16,1.41067359796659E1,0.502011715772423,0.000682547229747703,0.936703103056797,0.0149149514428317,0.00580785702914,1.50305253413772E-6,0.141878118393235,0.0351400950364443
7.8,6.05805249234438,0.5009363163604,0.000777978419243526,0.931884838523001,0.0145639429800182,0.00580818857997656,2.353414162196E-6,0.151477061310782,0.0365906076512993
3.18E1,4.33208956509442E1,0.501266287141699,0.000388123570813976,0.946536400840409,0.0168897559062274,0.00581017443910241,1.18296837586135E-6,0.116880761099366,0.0401547190266487
61,7.33655232380987E1,0.502640521418345,0.000227167228991496,0.900535201680102,0.0282030846504682,0.00580391231924296,1.51200802243577E-6,0.235067230443975,0.0750809743231251
5.66E1,9.14893436417597E1,0.50332235386779,0.000986512421757272,0.904787314674449,0.0272719444651539,0.00582286100834608,4.64580977531903E-6,0.222419661733615,0.0717094948571602
9,6.96419413859206,0.501685975970063,0.000211065942651232,0.965125870841688,0.00396862698239993,0.00581862218677998,4.87647863793545E-6,0.0737024312896406,0.00934227174294142
6.86E1,6.89550578275445E1,0.50158726609024,0.000418247359202553,0.980136788961849,0.00461158970462518,0.00582167655229568,5.07547694091186E-6,0.0407058139534884,0.0101377200277348
1.612E2,1.3926126525348E2,0.501767437917841,0.000500775604011271,0.983289346858278,0.0127484563343567,0.00582548072561622,5.59118016481898E-7,0.0347414376321353,0.0267665106284947
236,1.49110697134713E2,0.501553778855497,0.000479463751296185,0.989278157417187,0.00301293718449404,0.00582537148147821,6.09869994312627E-7,0.0213683932346723,0.00692246931181355
1.604E2,1.90219084216069E2,0.501752818783424,0.000321432045447392,0.984075753196692,0.0152905090458186,0.00582289313897491,5.78306560380851E-6,0.0332859408033827,0.032338645027616
8.02E1,7.7528704361675E1,0.503182125291454,0.0015403627560727,0.735806462891153,0.0366609888060154,0.00581792825832963,5.84498633429355E-6,0.839848942917548,0.192305599390058
44,4.20416460191558E1,0.503121111862029,0.0016923553028092,0.783844550758404,0.0329542635801772,0.00581613667309284,5.24939105438066E-6,0.620004756871036,0.127026398346974
100,1.02401171868295E2,0.502997455636752,0.00212172746495728,0.788049260021868,0.0657738815365076,0.00581714548170567,5.58570339197458E-6,0.621449154334038,0.245378503161654
114,2.27669716914657E2,0.503812859022057,0.00131039932718895,0.790019261173106,0.024432296468908,0.00581589573994279,4.9974179355103E-6,0.59471955602537,0.0951829354793452
1.628E2,1.60995962682298E2,0.503424696261258,0.000811947103105568,0.83594711881802,0.0289156652162196,0.00581676485016942,3.68688747673399E-6,0.422883615221987,0.0908811388624502
9.6,1.31833227981416E1,0.501493944169986,0.00101524297258166,0.855470258634369,0.0134333685737267,0.0058125670067966,2.33665645403666E-6,0.359210253699789,0.0401885128650393
4.124E2,5.47138282338204E2,0.501952164395358,0.00122064830117087,0.923901958282711,0.0597497062814521,0.00581861762329936,3.9836987476059E-6,0.179247674418605,0.1532908107737
2.706E2,4.45956051646348E2,0.502417506364303,0.00105511289637192,0.918871168457537,0.0532651847748024,0.0058101206086576,3.12674824152986E-6,0.190866701902748,0.141828110071105
6.94E1,1.39017265114805E2,0.503621113677542,0.00175069557966886,0.793822676161572,0.0681677324539315,0.00581533834338188,2.98292709008474E-6,0.597897357293869,0.244910320236871
1.038E2,7.34622351960516E1,0.558560253582256,0.00701517042813462,0.207643568027266,0.00567735590246693,0.00546008879318833,4.07061089958207E-5,1.79760291754757E1,1.00269032924652
33,3.32490601370926E1,0.528589542010333,0.00119554334843263,0.334894504053095,0.0147768824963144,0.00571869136765599,2.2210481767247E-5,7.13474651162791,0.581263732116789
8,8.09320702811932,0.502638854769136,0.00155376874903459,0.845951569943877,0.00871187029168023,0.00580586837604642,4.58384523699682E-6,0.393656131078224,0.0290984226982173
78,4.48608961123159E1,0.651177715907443,0.00766912443796048,0.0403311675896633,0.00141430787591526,0.00519881099462509,0.000108099463777455,7.59666220930233E1,3.05358538041209
1.012E2,5.96967335789824E1,0.655871107074769,0.00545120390371703,0.0428999909188657,0.00221934556550619,0.0737483207136393,0.0544690365140505,1.62657085623679E1,3.62295152325675E1
1.934E2,1.41491342491334E2,0.5709447671097,0.00397667333978022,0.472320068431575,0.00442256483940914,0.00511630512773991,0.000301651726867424,3.55529735729387,0.074139948855344
5.04E1,2.05377700834341E1,0.670329223316692,0.00600498732190051,0.353864896890259,0.0270099151240372,0.0186417169868946,0.000300313430070973,0.119936680761099,0.0430501228055552
2.52E1,2.50139960821937E1,0.562536495095941,0.00667077850180041,0.121656665333939,0.000996391273960352,0.00585229732096195,2.84682819820522E-5,3.01221260042283E1,0.58895222739788
2.12E1,1.11892805845595E1,0.567782735576601,0.00608462871139201,0.104699100551178,0.00113274541649311,0.00568621829152107,2.7905889114781E-5,4.24039864693446E1,0.62275929982789
7.02E1,6.60696602079956E1,0.504669332797147,0.00238477848254504,0.593500123594975,0.0274172771815436,0.00577044989913702,7.68285071492899E-6,1.78998520084567,0.275168244811853
7.68E1,7.90961440273797E1,0.506295928846623,0.00253083378949791,0.559980557111913,0.0143816253483802,0.00584395788609982,1.13953501168435E-5,2.02079693446089,0.149678150675211
40,5.65375981095766E1,0.510560399234679,0.00466135005409151,0.584483666001862,0.0208135285221669,0.00583691503852606,1.61254037142821E-5,1.81839524312896,0.203219860706584
5.16E1,4.87165269698077E1,0.503960212187716,0.00105514075777861,0.613865806657721,0.0945390182683759,0.00582817429676652,3.46330245680874E-6,1.72136289640592,0.627229793665046
2.06E1,3.37683283566125E1,0.503699337043349,0.00181537037566965,0.743567088058298,0.0342499103588808,0.00582380890846253,9.27861519163945E-6,0.790694714587738,0.161225626630863
45,8.23589703675319E1,0.507169742743644,0.00316795601037723,0.543356677660103,0.0635687467520583,0.00583378495648503,1.19100095738337E-5,2.34641596194503,0.740824072117183
8.42E1,6.86782352714454E1,0.508730318890676,0.00190615045651398,0.535442270426619,0.0245220831092019,0.00585021870210767,6.12862213289269E-6,2.33037938689218,0.323715434710139
1.176E2,1.14410663838647E2,0.509560312976912,0.00210339315557615,0.513656148974007,0.0182711920260012,0.00584806278347969,3.76992027977567E-6,2.62172124735729,0.262290868299569
125,1.19081904586717E2,0.505820662518634,0.00198808548265684,0.645757639127309,0.021987690842753,0.00582720935344696,5.05254256578152E-6,1.36281797040169,0.167018523738686
3.08E1,3.34020957426327E1,0.504456975368576,0.00267124903514564,0.677605772689668,0.087484716888647,0.00581995444372296,2.75126331732036E-6,1.21123372093023,0.447798864619382
7.02E1,6.76587023227611E1,0.500690585137406,0.00212379059018514,0.477973957161783,0.017148003443805,0.00578231094405055,2.22991894230649E-5,3.28300792811839,0.323489371987046
9.6,7.92464510246358,0.500482413674196,0.00033779793983748,0.99637551357055,0.0030179231913689,0.00581301720812917,1.17926050668094E-6,0.00726744186046512,0.00671992805556211
1.638E2,1.41718735529216E2,0.501144210536138,0.000217130289849078,0.993193591122804,0.00310763331613595,0.00582594042643905,8.22062417645422E-7,0.0125011627906977,0.00619547661628826
1.342E2,1.16377403304937E2,0.501273624827266,0.000391063743690815,0.988661870128619,0.00481251406857456,0.00582046173512936,5.1936888252517E-7,0.0229697674418605,0.0106437288404482
1.372E2,1.45853351007099E2,0.500557264349652,0.000438953853421435,0.993622972795732,0.00172866329921645,0.00581639781594276,5.68488274744826E-7,0.0122109936575053,0.00392679814107422
2.06E1,9.6591925128346,0.500748176743042,0.000234516546948972,0.999415841309429,0.000489388902189609,0.00581919057294726,2.12486691310454E-6,0.000872093023255814,0.00119416255270022
5.16E1,7.01484140946893E1,0.500837219567389,0.000503877386432896,0.95403491124608,0.013933109797166,0.00580806396901608,1.31277084146993E-6,0.0991436575052854,0.0322275202137969
2.18E1,3.17285360519517E1,0.508313933517229,0.00136878930902895,0.954820904691111,0.0434014144149333,0.00586613602936268,4.37571350905717E-5,0.0835817124735729,0.100023865031801
8.26E1,1.39833114819059E2,0.556649051304641,0.00353597429128902,0.374304307705822,0.0238141522486339,0.0140395072288811,0.00415961458762506,0.0366320295983087,0.0231150181105871
7.32E1,8.30614230554714E1,0.504735170209424,0.00274949978413241,0.658675966263018,0.0122020829444661,0.00583310266956687,4.5623334312582E-6,1.12515158562368,0.0685946873988587
6.56E1,3.67328191131582E1,0.503785067432994,0.00158124172137698,0.934731138565755,0.0120473534618219,0.00584829170256853,1.05904064803438E-5,0.091734355179704,0.0270305507425042
5.14E1,6.966204131376E1,0.503434813532619,0.0020921651206882,0.949442571397558,0.00329016535403958,0.00584145076572895,1.55354992199874E-5,0.0582948202959831,0.00734596545556232
