"Feature","Gain","Cover","Frequency"
"L3_S32_F3854:T2",0.0551836125443956,0.0949664859421483,0.00262747351999343
"L3_S33_F3859",0.0302316202362212,0.0011628490401402,0.0166475080055834
"L1_S24_F1723",0.0219279491287926,0.0848590127383973,0.0061991953362345
"S34_Mean",0.0209710730622531,0.0751257794167528,0.00782083914935545
"MinMin_features",0.0198360654449811,0.0304740197861088,0.00759504064373101
"MaxMax_features",0.016905253714578,0.00267042083574064,0.00999671565810001
"L3_S32_F3851:T1",0.0165392040518108,0.00568028835490387,0.00143689958124641
"L3_S33_F3865",0.0162863642984205,0.0021213664028243,0.0118852122505953
"L1_S24_F1846",0.0145260619636076,0.126635589304703,0.00730766072748173
"L3_S32_F3854:T4",0.0114330845595589,0.0877902424193151,0.00207324082436982
"S34_StationNegativeSumNumeric",0.0107212012039981,0.000401654421611703,0.0117004680187207
"S33_Mean",0.0103885001865406,0.00675983772014714,0.00285327202561787
"S38_StationTiming",0.0103327916016916,0.00111795731583961,0.0119467936612201
"sum_positive_feature",0.00999341987433051,0.000775230363423409,0.0130347319155924
"S34_StationPositiveSumNumeric",0.00986570283032387,0.00115009155273583,0.0123778635355941
"L3_S30_F3774",0.00909396801189733,0.000275314555352586,0.0119673207980951
"L3_S30_F3749",0.00909126153992021,0.00050302457995107,0.0115362509237212
"L3_S30_F3759",0.00901801445400176,0.000710019754572468,0.0122341735774694
"L3_S30_F3744",0.00882468757354701,0.00145359237238761,0.0103456769849741
"L3_S30_F3804",0.00882173843583208,0.00108032305706561,0.0115362509237212
"L0_S0_F20",0.00877986958185987,0.000248548238464914,0.00726660645373183
"S35_Mean",0.00851239377429895,0.00573276173736484,0.0062813038837343
"L3_S30_F3754",0.00850553357858326,0.000835233324859549,0.0131784218737171
"L3_S30_F3769",0.00833232587440769,0.000987841042617522,0.0101404056162246
"S39_Mean",0.00828514417480915,0.00187066324187637,0.00769767632810576
"S30_Mean",0.00818914789214069,0.00268114049165518,0.00915510304622711
"L3_S38_F3956",0.00795860927143175,0.00028507010729872,0.00217587650874456
"LastStation38",0.00781616088144883,4.09034186257631e-05,0.00168322522374579
"sum_sign_feature",0.00762759745917928,0.000106838508085386,0.0107356925855982
"S34_Time0",0.00757361668095615,0.0011681361307201,0.00439280729123902
"L3_S30_F3809",0.00754628136665842,0.000784319084124488,0.0119262665243452
"L3_S29_F3395",0.00748899344923793,0.0034775780507163,0.0108588554068479
"S1_StationPositiveSumNumeric",0.00727881391988468,0.000933712730796899,0.00763609491748091
"sum_feature",0.00722097407578152,0.000940369604860223,0.0102430413005994
"L3_S29_F3351",0.00706353726487668,0.00136157462098357,0.00816980047622958
"S31_StationPositiveSumNumeric",0.00704297912610301,0.000222467123080922,0.00929879300435175
"S1_ProductStationNumeric",0.00697532370785827,0.000176029027373127,0.0086008703506035
"S34_SumNumeric",0.00673011967858235,0.00110068823973131,0.00825190902372937
"L1_S24_F1695",0.00668946946569752,0.0150525430510825,0.00275063634124312
"S31_SumNumeric",0.00668349188673996,0.000418139564822994,0.00884719599310288
"S30_SumNumeric",0.00665900890389957,0.000902805398248479,0.00897035881435257
"L3_S29_F3479",0.00664641561574829,0.000282002602523258,0.00897035881435257
"S30_StationPositiveSumNumeric",0.00664592836435257,0.000400503587134666,0.00899088595122752
"L3_S30_F3554",0.00660107140648494,0.000268445016806792,0.00919615731997701
"S30_StationNegativeSumNumeric",0.00651729549127682,0.000693325610382399,0.00954511864685114
"sum_negative_feature",0.00648401182927345,0.000385551928872775,0.00995566138435011
"L3_S30_F3704",0.00608220263437145,0.00682558858785517,0.00607603251498481
"S39_Time0",0.00599242070001787,0.000446691611115661,0.00470071434436325
"S31_StationNegativeSumNumeric",0.00598017757820743,0.00032147268264903,0.00960670005747598
"L3_S36_F3920",0.00594955308408427,0.000758628951121151,0.00821085474997947
"L3_S29_F3339",0.00575439578885138,0.00162933182024978,0.00732818786435668
"TimeToExitProduction_features",0.00569703481866483,0.000611776336245498,0.00504967567123738
"S38_Mean",0.00564802962666719,0.00148483421214852,0.0031201248049922
"L3_S33_F3857",0.00561489451222565,0.000330736388512662,0.00716397076935709
"S35_StationTiming",0.00551114834614869,0.00449502514163308,0.00646604811560884
"S37_Mean",0.00544225807446065,0.000418984530621477,0.00663026521060842
"S27_StationTiming",0.00543853191048817,0.000278013454805287,0.00597339683061007
"L0_S1_F24",0.00537337305093194,0.000801200322605756,0.00576812546186058
"S1_SumNumeric",0.00534134226868508,0.000968187396033141,0.00498809426061253
"L2_S26_F3040",0.00529357153123272,0.0024445602434023,0.00734871500123163
"S37_SumNumeric",0.00525153666688702,0.000398896422994468,0.00755398636998111
"L1_S24_F1604",0.00519014083547432,0.0111426330267417,0.00205271368749487
"S36_StationNegativeSumNumeric",0.00518783614920671,0.000595730536072196,0.00660973807373348
"S30_Max",0.00505879963663669,0.00341560456642569,0.00340750472124148
"L1_S24_F1498",0.00502159819429514,0.0749942165194226,0.00433122588061417
"S1_StationNegativeSumNumeric",0.00490527326172854,0.000537958910423828,0.0054396912718614
"S37_Time0",0.00485733695361974,0.00118331639449159,0.00621972247310945
"S31_Mean",0.00484251118320633,0.000374027100239137,0.00519336562936202
"L0_S1_F28",0.00468892784443539,0.000199327561961595,0.00541916413498645
"S2_ProductStationNumeric",0.00467589707986732,0.000858126207825776,0.00597339683061007
"L1_S24_F867",0.00453361210770511,0.0752873744406452,0.00449544297561376
"S36_SumNumeric",0.00447193303483974,0.000199155019734681,0.00697922653748255
"S2_SumNumeric",0.00444342188267415,0.00127334143057385,0.00486493143936284
"S27_Mean",0.00438220627409606,0.00081982273238693,0.00595286969373512
"L0_S12_F350",0.00418822474692151,0.00141633603422038,0.00406437310123984
"L3_S29_F3382",0.0041297196903259,0.000387474421837973,0.00601445110435996
"S37_StationNegativeSumNumeric",0.00412159265318536,0.000136443218085583,0.00494703998686263
"L3_S30_F3519",0.0040986374967601,0.000292343627776723,0.00607603251498481
"L3_S29_F3336",0.00405749569917277,0.000803636863741345,0.00580917973561048
"S27_ProductStationNumeric",0.00396999311153229,0.000697192713268918,0.0061991953362345
"L3_S32_F3854:T16",0.00396367295520504,0.0859460208489716,0.00192955086624518
"S8_ProductStationNumeric",0.00395452850927921,0.000528189787989602,0.00521389276623696
"S36_Mean",0.00388520876582629,0.000387147344552324,0.00603497824123491
"S5_ProductStationNumeric",0.0037641129112864,0.00124830734919595,0.00435175301748912
"S27_StationPositiveSumNumeric",0.00373705736868267,0.000895989895603488,0.00546021840873635
"L1_S24_F1844",0.00371249858336311,0.000573067553102906,0.00431069874373922
"S4_StationNegativeSumNumeric",0.00366284794528055,0.000217702272146895,0.00412595451186469
"S25_SumNumeric",0.00360267739954215,0.000213107333075832,0.00587076114623532
"S11_StationTiming",0.00358871224974647,0.00115967925681446,0.00385910173249035
"S13_ProductStationNumeric",0.0035128750838883,0.000652596431981624,0.00373593891124066
"S36_Time0",0.00349969316071617,0.000157841689576129,0.00566548977748584
"S2_StationNegativeSumNumeric",0.00348725928988488,0.000303449430379941,0.00398226455374004
"S13_StationNegativeSumNumeric",0.00347364783782021,0.000480992444690181,0.00301748912061746
"S7_Mean",0.00346792118336379,0.000299161611978105,0.00346908613186633
"S12_ProductStationNumeric",0.00330755213315335,0.000662858198383723,0.00465966007061335
"S4_SumNumeric",0.00329191014358879,0.00436153846197207,0.00453649724936366
"S4_StationPositiveSumNumeric",0.00320170150496175,0.000747033185162517,0.00357172181624107
"L2_S27_F3166",0.00316727387839006,0.00282746579870712,0.00295590770999261
"S36_StationPositiveSumNumeric",0.00312376119732533,0.000168739092383109,0.00494703998686263
"S35_Time0",0.00310600140882639,0.000351564369194677,0.00412595451186469
"sum_NA_feature",0.00300409655447472,0.000101093843741913,0.00287379916249282
"S25_StationPositiveSumNumeric",0.00294329993888411,0.000541780966355123,0.00525494703998686
"S25_StationNegativeSumNumeric",0.00290260763381764,0.000465556474161073,0.00486493143936284
"S31_Time0",0.00290029120864548,0.000257228557995328,0.00275063634124312
"S3_StationNegativeSumNumeric",0.00286809964213936,0.000279523086387375,0.00328434189999179
"L1_S24_F1578",0.00283360564391705,0.000389431469856466,0.00375646604811561
"S28_StationTiming",0.00281840953145099,0.000790195519499933,0.00295590770999261
"S2_StationPositiveSumNumeric",0.00280585585609349,6.85053469226588e-05,0.0031201248049922
"S17_ProductStationNumeric",0.00275604892052493,0.016930938779001,0.00424911733311438
"S37_StationPositiveSumNumeric",0.00270837826457034,0.000285954440656188,0.00404384596436489
"S30_Time0",0.00266745229623197,0.000197806183787604,0.00365383036374087
"L3_S38_F3952",0.00265406014587725,7.77383218796384e-05,0.0038385745956154
"S6_ProductStationNumeric",0.00265404394153343,0.000687463276565002,0.00324328762624189
"S27_SumNumeric",0.00263637191015217,0.000868648395970326,0.00453649724936366
"S7_ProductStationNumeric",0.00263242510964996,0.000173367835825238,0.00390015600624025
"S5_Mean",0.00260390550197433,0.00152438310269581,0.00289432629936776
"S28_Time0",0.00254532168838021,0.000954484629024284,0.00299696198374251
"S27_StationNegativeSumNumeric",0.00246334244283091,0.000111298562516628,0.00357172181624107
"S13_SumNumeric",0.00240393274271065,0.000234457366459902,0.0031201248049922
"S26_StationTiming",0.0023874984714328,0.0135817159200322,0.00285327202561787
"S25_Max",0.00232562244387076,0.000491084190080702,0.00217587650874456
"S14_SumNumeric",0.00232019714564513,0.000847772461048648,0.00328434189999179
"L3_S29_F3412",0.00231566619208333,0.0020229506733028,0.00162164381312095
"S6_StationPositiveSumNumeric",0.00230937802700882,0.000719883686524889,0.00318170621561705
"S25_StationTiming",0.00229328176089666,0.00216633817562529,0.00414648164873963
"S31_StationTiming",0.0022805108250171,0.000165071076292834,0.00314065194186715
"L1_S24_F1632",0.00222312953492474,0.000125562571217451,0.00273010920436817
"S10_StationNegativeSumNumeric",0.00221171193672572,0.000830095722478088,0.00324328762624189
"S12_Mean",0.00209110670354058,0.000370537853037772,0.00277116347811807
"S14_ProductStationNumeric",0.00206388497989152,0.000341307120382449,0.00270958206749323
"S12_StationPositiveSumNumeric",0.00204031678583194,0.000182100168234985,0.0022785121931193
"L3_S34_F3880",0.0020066413551343,0.00025636265324289,0.00166269808687084
"S7_SumNumeric",0.00192574899342773,0.000196630887631793,0.0023606207406191
"S3_Mean",0.00192099375809366,7.17537713753619e-05,0.00217587650874456
"S3_StationPositiveSumNumeric",0.00189592912037915,0.000137634498180465,0.00275063634124312
"L1_S24_F1758",0.00187834102135945,0.000856463707552768,0.00293538057311766
"S14_StationNegativeSumNumeric",0.00183610428303292,0.00086800382349846,0.00238114787749405
"S9_Mean",0.00177246759899433,8.46120727867737e-05,0.000964775433122588
"L3_S32_F3854:T48",0.00175692163130799,0.0246987257546782,0.00129320962312177
"S13_StationPositiveSumNumeric",0.00171608404420106,0.000148204754073701,0.00293538057311766
"S10_Mean",0.00170481255769733,0.000472414146515215,0.00258641924624353
"S8_StationNegativeSumNumeric",0.0017043593860129,0.000300424375556333,0.00215534937186961
"S31_Max",0.00168989589267246,5.48217980294522e-05,0.000595286969373512
"S18_ProductStationNumeric",0.00167905215485907,0.000344542613319798,0.00209376796124477
"S7_StationNegativeSumNumeric",0.00164744651144555,0.000148471241004643,0.00172427949749569
"S6_StationNegativeSumNumeric",0.00164447931973063,0.00018298473553178,0.00234009360374415
"S16_StationPositiveSumNumeric",0.0016174666027234,0.000924396340205106,0.00182691518187043
"S11_SumNumeric",0.00159654130964424,0.000727165955641565,0.00219640364561951
"S28_StationNegativeSumNumeric",0.00159337882429641,0.00220341469480673,0.00340750472124148
"S28_Mean",0.00158623001110705,0.000429413600601477,0.00168322522374579
"L1_S24_F1842",0.00158357141329452,3.8029492690457e-05,0.00303801625749241
"S27_Time0",0.00158279379042035,0.000412879077297253,0.00348961326874128
"S6_Mean",0.00154714562448735,9.75412042433125e-05,0.00178586090812054
"S20_ProductStationNumeric",0.00153967758382832,0.000309496578549085,0.00225798505624436
"S12_StationNegativeSumNumeric",0.00152829343968202,0.000219825639606224,0.00223745791936941
"S4_Mean",0.00152535334804914,0.000116137181718348,0.00186796945562033
"S12_StationTiming",0.0015146482182958,4.70440035460599e-05,0.00197060513999507
"S20_SumNumeric",0.00150424073431987,0.000494411230812965,0.00168322522374579
"S8_Mean",0.00149940373057735,0.000271811542829044,0.00180638804499548
"S39_ProductStationNumeric",0.00148147248632479,0.000418405380666449,0.00133426389687166
"S15_Mean",0.00145137783160039,0.000368163614374379,0.00203218655061992
"S42_SumNumeric",0.00144161247674941,0.000247044163841591,0.00143689958124641
"S8_StationPositiveSumNumeric",0.00143846648659869,7.38417858960254e-05,0.00273010920436817
"S12_SumNumeric",0.00143699373101109,0.000236744282632521,0.00176533377124559
"S1_Mean",0.00142515555115413,9.22748080192635e-05,0.00135479103374661
"S42_StationPositiveSumNumeric",0.00138544634129784,0.000258701145700384,0.00127268248624682
"S15_StationPositiveSumNumeric",0.00138105629868082,0.000260701291917987,0.00205271368749487
"L1_S24_F1609",0.00137129161940592,8.20746479468332e-05,0.0015190081287462
"L0_S4_F104",0.001344796669585,0.000314524947668633,0.00192955086624518
"S15_SumNumeric",0.00134226025029668,0.000344154548259439,0.00174480663437064
"S34_StationTiming",0.00133754131354614,0.000883878103026049,0.00135479103374661
"L3_S32_F3854:T8",0.00133586574267505,0.000320702888892624,0.00168322522374579
